name,time,cpus,ipc,ghz,bandwidth,cycles,llc-misses,l1-misses,instr.,task-clock,vectorsize,threads,filename,mcalefactor,machine,mompiler,l1-hits,br. misses
q5 vectorwise,329.406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,gcc,,
q6 hyper     ,13.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,gcc,,
q6 vectorwise,80.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,gcc,,
q9 hyper     ,286.952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,gcc,,
q9 vectorwise,506.226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,gcc,,
q18 hyper     ,372.705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,gcc,,
q18 vectorwise,1968.185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,gcc,,
q1 hyper     ,114.473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q1 vectorwise,238.378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q3 hyper     ,133.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q3 vectorwise,235.062,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q5 hyper     ,120.931,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q5 vectorwise,281.591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q6 hyper     ,2.664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q6 vectorwise,80.086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q9 hyper     ,133.579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q9 vectorwise,353.523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q18 hyper     ,227.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q18 vectorwise,505.628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q1 hyper     ,116.258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q1 vectorwise,320.058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q3 hyper     ,200.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q3 vectorwise,299.291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q5 hyper     ,154.837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q5 vectorwise,329.406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q6 hyper     ,13.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q6 vectorwise,80.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q9 hyper     ,286.952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q9 vectorwise,506.226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q18 hyper     ,372.705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q18 vectorwise,1968.185,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q1 hyper     ,101.833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q1 vectorwise,216.895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q3 hyper     ,130.176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q3 vectorwise,228.095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q5 hyper     ,122.577,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q5 vectorwise,296.765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q6 hyper     ,2.601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q6 vectorwise,93.258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q9 hyper     ,152.204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q9 vectorwise,332.079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q18 hyper     ,210.686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q18 vectorwise,498.342,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,1,roquefort,clang,,
q1 hyper     ,125.906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q1 vectorwise,316.981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q3 hyper     ,187.632,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q3 vectorwise,307.776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q5 hyper     ,178.323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q5 vectorwise,341.857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q6 hyper     ,14.592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q6 vectorwise,92.447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q9 hyper     ,279.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q9 vectorwise,478.497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q18 hyper     ,321.851,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q18 vectorwise,1961.507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,48,2_48.csv,10,roquefort,clang,,
q1 hyper     ,32.628,38.362,2.128,1.985,0.0,414.159,,0.294,881.453,208.573,2,64,2_64.csv,1,burrata,gcc,202.641,0.045
q1 vectorwise,25.647,43.588,2.849,1.521,0.0,283.553,,0.388,807.878,186.283,2,64,2_64.csv,1,burrata,gcc,256.417,0.258
q3 hyper     ,37.461,23.969,1.193,0.768,0.0,90.17,,0.374,107.596,117.354,2,64,2_64.csv,1,burrata,gcc,30.19,0.309
q3 vectorwise,33.374,40.578,2.636,1.105,0.0,195.676,,0.442,515.889,177.001,2,64,2_64.csv,1,burrata,gcc,117.115,0.298
q5 hyper     ,11.596,45.827,1.278,1.715,0.0,119.01,,0.38,152.154,69.363,2,64,2_64.csv,1,burrata,gcc,38.355,0.107
q5 vectorwise,27.099,36.079,2.868,1.468,0.0,187.455,,0.381,537.582,127.62,2,64,2_64.csv,1,burrata,gcc,112.957,0.169
q6 hyper     ,0.619,63.39,0.968,2.862,0.0,18.718,,0.065,18.119,6.539,2,64,2_64.csv,1,burrata,gcc,3.55,0.026
q6 vectorwise,15.497,53.589,2.86,2.58,0.0,357.199,,0.121,1021.734,138.386,2,64,2_64.csv,1,burrata,gcc,195.291,0.36
q9 hyper     ,37.394,47.676,1.128,1.268,0.0,265.673,,1.629,299.709,209.466,2,64,2_64.csv,1,burrata,gcc,80.49,0.352
q9 vectorwise,50.163,40.731,2.235,1.509,0.0,362.37,,1.572,810.032,240.059,2,64,2_64.csv,1,burrata,gcc,180.307,0.395
q18 hyper     ,56.073,34.067,1.481,0.906,0.0,126.905,,0.449,187.945,139.92,2,64,2_64.csv,1,burrata,gcc,54.956,0.18
q18 vectorwise,129.852,50.034,3.658,2.284,0.0,1087.278,,0.74,3977.254,475.892,2,64,2_64.csv,1,burrata,gcc,1546.71,0.436
q1 hyper     ,83.021,55.993,1.386,2.682,0.0,207.859,,0.269,288.07,77.495,2,64,2_64.csv,10,burrata,gcc,102.919,0.02
q1 vectorwise,83.329,58.498,2.587,2.628,0.0,213.595,,0.335,552.486,81.262,2,64,2_64.csv,10,burrata,gcc,213.17,0.246
q3 hyper     ,85.105,50.605,0.994,1.746,0.0,98.328,,0.348,97.709,56.307,2,64,2_64.csv,10,burrata,gcc,28.125,0.29
q3 vectorwise,103.081,48.844,1.553,1.921,0.0,126.484,,0.439,196.484,65.827,2,64,2_64.csv,10,burrata,gcc,65.792,0.29
q5 hyper     ,59.824,58.665,1.206,2.604,0.0,119.327,,0.354,143.915,45.825,2,64,2_64.csv,10,burrata,gcc,36.303,0.088
q5 vectorwise,65.252,50.73,1.766,2.399,0.0,103.703,,0.367,183.159,43.222,2,64,2_64.csv,10,burrata,gcc,53.601,0.158
q6 hyper     ,6.984,63.904,0.778,2.968,0.0,22.08,,0.042,17.176,7.44,2,64,2_64.csv,10,burrata,gcc,3.162,0.02
q6 vectorwise,27.099,52.659,1.879,2.739,0.0,65.159,,0.116,122.447,23.789,2,64,2_64.csv,10,burrata,gcc,45.355,0.357
q9 hyper     ,228.481,55.544,0.776,2.504,0.0,373.479,,1.593,289.731,149.152,2,64,2_64.csv,10,burrata,gcc,77.509,0.279
q9 vectorwise,197.712,52.033,0.968,2.475,0.0,299.272,,1.548,289.578,120.908,2,64,2_64.csv,10,burrata,gcc,91.486,0.305
q18 hyper     ,166.236,46.774,1.568,2.039,0.0,116.228,,0.471,182.213,56.975,2,64,2_64.csv,10,burrata,gcc,53.63,0.171
q18 vectorwise,813.097,60.289,3.576,2.828,0.0,1015.754,,0.731,3632.479,359.198,2,64,2_64.csv,10,burrata,gcc,1537.665,0.425
q1 hyper     ,20.766,40.15,1.676,1.938,0.0,269.383,,0.29,451.619,138.931,2,64,2_64.csv,1,burrata,clang,127.653,0.02
q1 vectorwise,24.265,42.906,2.859,1.487,0.0,258.084,,0.355,737.975,173.483,2,64,2_64.csv,1,burrata,clang,232.838,0.025
q3 hyper     ,38.629,23.46,1.141,0.772,0.0,91.56,,0.372,104.43,118.443,2,64,2_64.csv,1,burrata,clang,30.717,0.307
q3 vectorwise,36.522,38.14,2.822,1.199,0.0,218.302,,0.44,616.063,182.055,2,64,2_64.csv,1,burrata,clang,127.164,0.296
q5 hyper     ,11.956,45.318,1.205,1.734,0.0,122.711,,0.38,147.843,70.723,2,64,2_64.csv,1,burrata,clang,38.771,0.106
q5 vectorwise,28.73,35.518,3.02,1.565,0.0,208.581,,0.4,629.905,133.194,2,64,2_64.csv,1,burrata,clang,123.531,0.2
q6 hyper     ,0.612,63.402,0.763,2.862,0.0,18.505,,0.068,14.124,6.466,2,64,2_64.csv,1,burrata,clang,3.568,0.026
q6 vectorwise,15.729,53.923,3.129,2.635,0.0,372.587,,0.134,1165.682,141.332,2,64,2_64.csv,1,burrata,clang,191.534,0.407
q9 hyper     ,37.382,48.191,1.076,1.284,0.0,271.927,,1.622,292.611,211.66,2,64,2_64.csv,1,burrata,clang,80.939,0.357
q9 vectorwise,44.936,44.349,2.16,1.388,0.0,325.006,,1.588,702.169,234.149,2,64,2_64.csv,1,burrata,clang,153.906,0.42
q18 hyper     ,57.953,34.12,1.393,0.903,0.0,130.799,,0.454,182.232,144.834,2,64,2_64.csv,1,burrata,clang,56.145,0.178
q18 vectorwise,120.968,49.763,3.583,2.227,0.0,981.975,,0.757,3518.699,440.927,2,64,2_64.csv,1,burrata,clang,1528.857,0.449
q1 hyper     ,85.19,57.252,1.324,2.707,0.0,220.117,,0.268,291.383,81.307,2,64,2_64.csv,10,burrata,clang,104.223,0.016
q1 vectorwise,81.69,57.084,2.589,2.573,0.0,200.061,,0.297,517.901,77.738,2,64,2_64.csv,10,burrata,clang,196.896,0.013
q3 hyper     ,85.352,50.512,0.925,1.792,0.0,100.991,,0.349,93.375,56.367,2,64,2_64.csv,10,burrata,clang,28.474,0.293
q3 vectorwise,98.065,49.893,1.484,1.861,0.0,119.032,,0.441,176.668,63.969,2,64,2_64.csv,10,burrata,clang,60.461,0.278
q5 hyper     ,60.804,58.961,1.13,2.608,0.0,122.075,,0.354,137.897,46.811,2,64,2_64.csv,10,burrata,clang,36.544,0.087
q5 vectorwise,67.578,49.262,1.716,2.422,0.0,105.273,,0.388,180.616,43.468,2,64,2_64.csv,10,burrata,clang,52.526,0.183
q6 hyper     ,6.984,63.874,0.599,2.966,0.0,22.056,,0.045,13.222,7.436,2,64,2_64.csv,10,burrata,clang,3.202,0.02
q6 vectorwise,24.875,59.45,1.688,2.745,0.0,67.675,,0.127,114.265,24.653,2,64,2_64.csv,10,burrata,clang,41.25,0.405
q9 hyper     ,232.866,55.304,0.74,2.51,0.0,379.903,,1.584,281.307,151.358,2,64,2_64.csv,10,burrata,clang,77.615,0.281
q9 vectorwise,199.453,53.201,0.886,2.494,0.0,311.013,,1.568,275.515,124.71,2,64,2_64.csv,10,burrata,clang,87.151,0.318
q18 hyper     ,171.619,47.002,1.436,2.073,0.0,122.579,,0.476,176.054,59.107,2,64,2_64.csv,10,burrata,clang,55.05,0.169
q18 vectorwise,745.984,59.831,3.444,2.803,0.0,916.864,,0.75,3157.508,327.049,2,64,2_64.csv,10,burrata,clang,1527.821,0.438
q1 hyper     ,2333.972,8.233,0.357,0.171,0.0,548.754,0.022,0.75,196.173,3202.074,2,88,2_88.csv,1,dubliner,clang,66.574,0.025
q1 vectorwise,1054.815,17.504,0.139,2.022,0.0,6221.895,0.021,0.768,867.348,3076.664,2,88,2_88.csv,1,dubliner,clang,251.151,0.038
q3 hyper     ,1888.101,4.099,0.309,0.14,0.0,141.346,0.125,0.675,43.705,1011.598,2,88,2_88.csv,1,dubliner,clang,14.919,0.331
q3 vectorwise,2377.978,21.718,0.057,2.379,0.0,16059.016,0.11,0.672,919.233,6749.929,2,88,2_88.csv,1,dubliner,clang,182.416,0.284
q5 hyper     ,195.344,13.966,0.474,0.187,0.0,66.738,0.098,0.663,31.664,356.113,2,88,2_88.csv,1,dubliner,clang,9.896,0.226
q5 vectorwise,2008.143,16.969,0.061,2.337,0.0,10398.072,0.073,0.559,636.706,4447.814,2,88,2_88.csv,1,dubliner,clang,128.166,0.177
q6 hyper     ,1.027,88.006,0.135,2.772,0.0,41.769,0.02,0.358,5.64,15.064,2,88,2_88.csv,1,dubliner,clang,1.55,0.039
q6 vectorwise,64.466,54.233,0.147,2.442,0.0,1423.353,0.033,0.211,208.885,582.578,2,88,2_88.csv,1,dubliner,clang,65.613,0.346
q9 hyper     ,650.925,14.418,0.476,0.104,0.0,115.179,0.384,1.922,54.825,1102.69,2,88,2_88.csv,1,dubliner,clang,16.538,0.362
q9 vectorwise,2692.682,22.162,0.062,2.3,0.0,16127.552,0.316,1.906,1001.817,7011.425,2,88,2_88.csv,1,dubliner,clang,203.026,0.38
q18 hyper     ,3341.719,5.265,0.496,0.106,0.0,136.82,0.041,1.006,67.806,1288.769,2,88,2_88.csv,1,dubliner,clang,22.196,0.194
q18 vectorwise,4577.77,23.408,0.179,2.376,0.0,18651.127,0.055,1.634,3346.844,7849.04,2,88,2_88.csv,1,dubliner,clang,1123.482,0.473
q1 hyper     ,2299.08,11.049,0.869,0.241,0.0,102.149,0.008,0.67,88.774,423.466,2,88,2_88.csv,10,dubliner,clang,41.562,0.018
q1 vectorwise,1444.352,18.429,0.602,2.29,0.0,1016.511,0.01,0.689,611.883,443.742,2,88,2_88.csv,10,dubliner,clang,210.67,0.018
q3 hyper     ,1136.292,11.162,0.68,0.207,0.0,34.42,0.093,0.618,23.417,165.832,2,88,2_88.csv,10,dubliner,clang,9.809,0.289
q3 vectorwise,2463.99,22.36,0.16,1.942,0.0,1399.195,0.108,0.663,223.337,720.321,2,88,2_88.csv,10,dubliner,clang,64.217,0.271
q5 hyper     ,226.218,30.061,0.729,0.386,0.0,34.287,0.069,0.621,25.0,88.793,2,88,2_88.csv,10,dubliner,clang,7.991,0.192
q5 vectorwise,2313.914,19.852,0.148,2.341,0.0,1404.473,0.07,0.56,207.47,599.782,2,88,2_88.csv,10,dubliner,clang,56.961,0.157
q6 hyper     ,7.49,88.011,0.148,2.774,0.0,30.497,0.017,0.34,4.5,10.989,2,88,2_88.csv,10,dubliner,clang,1.201,0.005
q6 vectorwise,61.213,51.88,1.147,2.425,0.0,128.406,0.03,0.202,147.31,52.941,2,88,2_88.csv,10,dubliner,clang,53.408,0.352
q9 hyper     ,2381.143,9.456,0.528,0.34,0.0,90.149,0.471,2.104,47.573,264.619,2,88,2_88.csv,10,dubliner,clang,14.367,0.287
q9 vectorwise,2836.264,25.696,0.182,2.0,0.0,1713.946,0.431,2.165,311.117,856.553,2,88,2_88.csv,10,dubliner,clang,86.553,0.34
q18 hyper     ,3467.078,8.047,0.975,0.255,0.0,52.334,0.025,0.97,51.035,204.427,2,88,2_88.csv,10,dubliner,clang,18.705,0.171
q18 vectorwise,5428.483,27.751,1.044,2.397,0.0,2646.763,0.082,2.042,2762.318,1103.863,2,88,2_88.csv,10,dubliner,clang,1066.865,0.45
q1 hyper     ,732.639,7.357,0.662,0.185,0.0,165.935,0.021,0.736,109.89,898.213,2,88,2_88.csv,1,dubliner,gcc,45.475,0.026
q1 vectorwise,504.225,27.873,0.176,1.873,0.0,4388.422,0.021,0.766,774.327,2341.891,2,88,2_88.csv,1,dubliner,gcc,236.479,0.031
q3 hyper     ,906.285,9.112,0.309,0.154,0.0,166.92,0.124,0.687,51.563,1079.26,2,88,2_88.csv,1,dubliner,gcc,16.678,0.324
q3 vectorwise,800.84,37.715,0.066,2.169,0.0,8564.826,0.11,0.675,567.366,3947.617,2,88,2_88.csv,1,dubliner,gcc,121.993,0.294
q5 hyper     ,131.406,19.278,0.498,0.195,0.0,64.471,0.095,0.641,32.088,330.66,2,88,2_88.csv,1,dubliner,gcc,10.071,0.22
q5 vectorwise,461.942,37.239,0.078,2.073,0.0,4655.12,0.075,0.56,362.705,2245.353,2,88,2_88.csv,1,dubliner,gcc,83.309,0.176
q6 hyper     ,1.035,87.989,0.134,2.772,0.0,42.06,0.02,0.356,5.64,15.168,2,88,2_88.csv,1,dubliner,gcc,1.55,0.039
q6 vectorwise,40.741,59.98,0.199,2.34,0.0,953.394,0.032,0.214,189.293,407.191,2,88,2_88.csv,1,dubliner,gcc,59.401,0.365
q9 hyper     ,518.774,16.752,0.479,0.113,0.0,115.35,0.374,1.92,55.221,1021.049,2,88,2_88.csv,1,dubliner,gcc,16.708,0.365
q9 vectorwise,777.471,36.883,0.082,1.956,0.0,6593.018,0.301,1.84,540.129,3369.155,2,88,2_88.csv,1,dubliner,gcc,129.596,0.372
q18 hyper     ,1441.358,7.486,0.635,0.107,0.0,84.873,0.039,0.993,53.863,790.317,2,88,2_88.csv,1,dubliner,gcc,19.797,0.181
q18 vectorwise,1546.351,32.235,0.367,2.105,0.0,7686.332,0.051,2.006,2823.5,3651.062,2,88,2_88.csv,1,dubliner,gcc,1036.209,0.462
q1 hyper     ,679.307,10.243,1.479,0.443,0.0,51.455,0.009,0.678,76.08,115.992,2,88,2_88.csv,10,dubliner,gcc,38.103,0.018
q1 vectorwise,497.773,30.997,1.16,1.972,0.0,507.291,0.01,0.697,588.293,257.213,2,88,2_88.csv,10,dubliner,gcc,206.27,0.016
q3 hyper     ,970.376,12.785,0.643,0.224,0.0,36.43,0.091,0.619,23.425,162.2,2,88,2_88.csv,10,dubliner,gcc,9.855,0.287
q3 vectorwise,1176.83,40.042,0.18,1.905,0.0,1173.713,0.109,0.658,211.182,616.099,2,88,2_88.csv,10,dubliner,gcc,63.077,0.265
q5 hyper     ,114.401,50.198,0.661,0.509,0.0,38.221,0.069,0.615,25.248,74.984,2,88,2_88.csv,10,dubliner,gcc,7.974,0.189
q5 vectorwise,998.694,24.294,0.274,1.965,0.0,622.527,0.07,0.559,170.393,316.798,2,88,2_88.csv,10,dubliner,gcc,50.654,0.163
q6 hyper     ,16.925,87.985,0.065,2.778,0.0,69.0,0.018,0.34,4.512,24.825,2,88,2_88.csv,10,dubliner,gcc,1.206,0.005
q6 vectorwise,63.056,52.158,1.133,2.374,0.0,130.181,0.03,0.203,147.477,54.828,2,88,2_88.csv,10,dubliner,gcc,53.298,0.352
q9 hyper     ,1485.883,15.517,0.492,0.358,0.0,97.066,0.471,2.098,47.709,270.985,2,88,2_88.csv,10,dubliner,gcc,14.594,0.281
q9 vectorwise,1489.002,34.012,0.268,1.75,0.0,1041.682,0.423,2.159,279.606,595.215,2,88,2_88.csv,10,dubliner,gcc,81.223,0.345
q18 hyper     ,1968.704,11.663,1.092,0.267,0.0,45.209,0.025,0.97,49.377,168.243,2,88,2_88.csv,10,dubliner,gcc,18.353,0.171
q18 vectorwise,2476.259,40.32,1.612,2.304,0.0,1686.211,0.081,1.873,2717.365,731.605,2,88,2_88.csv,10,dubliner,gcc,1059.049,0.448
q1 hyper     ,67.026,68.899,2.702,1.954,0.0,1504.2,,0.153,4064.522,769.521,2,128,2_128.csv,1,burrata,gcc,733.383,0.26
q1 vectorwise,108.762,104.061,3.783,2.52,0.0,4752.594,,0.478,17980.567,1885.944,2,128,2_128.csv,1,burrata,gcc,3119.385,0.274
q3 hyper     ,52.787,28.194,1.028,0.772,0.0,150.382,,0.419,154.562,194.514,2,128,2_128.csv,1,burrata,gcc,39.581,0.327
q3 vectorwise,59.942,61.286,3.07,1.301,0.0,624.958,,0.489,1918.537,480.137,2,128,2_128.csv,1,burrata,gcc,351.634,0.316
q5 hyper     ,17.764,77.721,1.074,1.101,0.0,198.497,,0.421,213.12,180.206,2,128,2_128.csv,1,burrata,gcc,49.773,0.117
q5 vectorwise,44.436,65.454,3.158,1.255,0.0,476.86,,0.423,1505.759,379.64,2,128,2_128.csv,1,burrata,gcc,275.016,0.186
q6 hyper     ,0.726,115.661,0.53,2.593,0.0,36.319,,0.072,19.236,13.998,2,128,2_128.csv,1,burrata,gcc,3.905,0.03
q6 vectorwise,17.452,103.581,2.759,2.507,0.0,755.507,,0.134,2084.397,301.225,2,128,2_128.csv,1,burrata,gcc,372.993,0.366
q9 hyper     ,54.141,68.93,1.028,0.712,0.0,312.42,,1.686,321.111,438.472,2,128,2_128.csv,1,burrata,gcc,85.052,0.368
q9 vectorwise,80.65,69.015,2.732,1.324,0.0,865.981,,1.621,2365.833,653.964,2,128,2_128.csv,1,burrata,gcc,440.855,0.422
q18 hyper     ,149.894,65.083,0.838,0.375,0.0,267.79,,0.542,224.387,714.568,2,128,2_128.csv,1,burrata,gcc,61.657,0.184
q18 vectorwise,172.076,79.479,3.401,1.295,0.0,1297.541,,0.889,4413.047,1001.754,2,128,2_128.csv,1,burrata,gcc,1567.27,0.453
q1 hyper     ,102.764,89.626,2.033,2.427,0.0,372.81,,0.277,757.955,153.542,2,128,2_128.csv,10,burrata,gcc,181.607,0.037
q1 vectorwise,64.255,100.706,2.612,2.182,0.0,235.448,,0.369,614.918,107.872,2,128,2_128.csv,10,burrata,gcc,223.753,0.248
q3 hyper     ,116.885,83.193,1.05,0.742,0.0,94.35,,0.356,99.074,127.134,2,128,2_128.csv,10,burrata,gcc,28.552,0.295
q3 vectorwise,123.738,86.448,1.953,1.133,0.0,158.457,,0.436,309.48,139.855,2,128,2_128.csv,10,burrata,gcc,82.563,0.292
q5 hyper     ,44.279,105.602,1.238,1.993,0.0,121.72,,0.36,150.673,61.054,2,128,2_128.csv,10,burrata,gcc,37.573,0.089
q5 vectorwise,73.582,75.816,2.254,1.906,0.0,138.895,,0.372,313.133,72.842,2,128,2_128.csv,10,burrata,gcc,75.35,0.161
q6 hyper     ,7.793,122.345,0.387,2.835,0.0,45.065,,0.049,17.443,15.894,2,128,2_128.csv,10,burrata,gcc,3.245,0.021
q6 vectorwise,17.559,106.312,1.801,2.535,0.0,78.927,,0.117,142.184,31.12,2,128,2_128.csv,10,burrata,gcc,48.689,0.358
q9 hyper     ,148.697,101.566,0.806,2.07,0.0,367.322,,1.603,296.198,177.499,2,128,2_128.csv,10,burrata,gcc,78.753,0.281
q9 vectorwise,166.449,91.32,1.165,1.915,0.0,342.134,,1.561,398.652,178.644,2,128,2_128.csv,10,burrata,gcc,109.848,0.309
q18 hyper     ,230.505,73.321,1.371,1.099,0.0,136.16,,0.53,186.661,123.841,2,128,2_128.csv,10,burrata,gcc,54.292,0.167
q18 vectorwise,522.101,110.003,3.554,2.48,0.0,1043.782,,0.799,3709.445,420.839,2,128,2_128.csv,10,burrata,gcc,1544.926,0.436
q1 hyper     ,63.811,74.336,3.276,2.011,0.0,1590.411,,0.337,5210.148,790.424,2,128,2_128.csv,1,burrata,clang,808.241,0.032
q1 vectorwise,131.703,107.475,3.851,2.599,0.0,6130.955,,0.413,23607.726,2358.666,2,128,2_128.csv,1,burrata,clang,3948.831,0.041
q3 hyper     ,59.024,38.441,2.224,0.991,0.0,294.24,,0.419,654.292,296.551,2,128,2_128.csv,1,burrata,clang,112.121,0.321
q3 vectorwise,83.673,80.078,3.605,2.001,0.0,1752.923,,0.489,6320.143,875.721,2,128,2_128.csv,1,burrata,clang,1022.187,0.305
q5 hyper     ,16.208,80.781,1.103,1.195,0.0,204.32,,0.419,225.268,170.897,2,128,2_128.csv,1,burrata,clang,51.284,0.115
q5 vectorwise,46.887,77.608,3.402,1.6,0.0,760.35,,0.442,2586.332,474.964,2,128,2_128.csv,1,burrata,clang,418.663,0.213
q6 hyper     ,0.765,117.378,0.399,2.563,0.0,38.373,,0.081,15.32,14.963,2,128,2_128.csv,1,burrata,clang,3.935,0.03
q6 vectorwise,17.781,87.48,3.074,2.39,0.0,619.85,,0.147,1905.682,259.188,2,128,2_128.csv,1,burrata,clang,297.872,0.414
q9 hyper     ,54.711,68.674,1.064,0.734,0.0,324.305,,1.678,345.083,441.446,2,128,2_128.csv,1,burrata,clang,89.545,0.373
